"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 2","list-view-header"
"https://www.hepsiemlak.com/izmir-seferihisar-mersin-alani-satilik/villa/103656-1494","31","6.850.000","02-02-2025","Satılık Villa","4 +
                          1","220 m²","20
                        Yaşında","","İzmir / Seferihisar / Mersin Alanı Mah.","https://www.hepsiemlak.com/emlak-ofisi/verim-emlak-103656","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/6/3/0/1/d94ff709-d8ef-4ac7-a29d-301b968a4ec2.jpg","Whatsapp","Verim Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/9/9/9/0/4/4/1f3b36ac-6aa1-479e-b969-835635742b2f.jpg","Ürkmez De Denize Tarafında Müstakil Satılık 4+1 Villa"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-satilik/daire/143963-42","24","3.000.000","13-01-2025","Satılık Daire","3 +
                          1","130 m²","26
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Bahçelievler Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/8/8/2/9/2/4/fb6a365c-7741-47ed-80de-dc1020921eea.jpeg","Bahçelievler Otobüs Son Durakları Cepheli Zemin Kat Satılık 3+1"
"https://www.hepsiemlak.com/izmir-karsiyaka-dedebasi-satilik/daire/143963-90","35","7.500.000","10-01-2025","Satılık Daire","3 +
                          1","150 m²","5
                        Yaşında","2. Kat","İzmir / Karşıyaka / Dedebaşı Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/2/7/5/3/4/3cb40e79-6fef-4524-8d1b-2e46669d702a.jpeg","Nergiz Çarşı Ve Girne Bul. Yakını Satılık Arakat Sıfır 3+1daire"
"https://www.hepsiemlak.com/izmir-bergama-zeytindag-satilik/mustakil-ev/102270-142","27","3.750.000","02-02-2025","Satılık Müstakil Ev","3 +
                          1","140 m²","40
                        Yaşında","","İzmir / Bergama / Zeytindağ Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/1/0/3/1/4/4/1738488777-921196-44130107.jpeg","Zeytindağ’da Satılık Müstakil Ev"
"https://www.hepsiemlak.com/izmir-seferihisar-ataturk-satilik/villa/103656-1499","30","6.850.000","02-02-2025","Satılık Villa","3 +
                          1","150 m²","Sıfır Bina","","İzmir / Seferihisar / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/verim-emlak-103656","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/6/3/0/1/d94ff709-d8ef-4ac7-a29d-301b968a4ec2.jpg","Whatsapp","Verim Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/0/6/2/1/4/4/5cfa1504-4007-469f-844a-e0762c71028c.jpg","Doğanbey De Full Deniz Yerden Isıtmalılı Satılık 3+1 Yazlık"
"https://www.hepsiemlak.com/izmir-menemen-kemal-ataturk-satilik/daire/119640-3048","4","3.800.000","02-02-2025","Satılık Daire","2 +
                          1","90 m²","Sıfır Bina","3. Kat","İzmir / Menemen / Kemal Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-ege-gayrimenkul-119640","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/6/9/1/1/24c2b72f-2e40-4734-b056-eebccb21d668.jpg","Whatsapp","Startkey Ege Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/9/9/2/1/4/4/a974e347-c239-4c30-8fee-c3ba0a595d4c.jpeg","Koyundere Cadde Üzeri Satılık 2+1 Kapalı Mutfak Arakat Daire"
"https://www.hepsiemlak.com/izmir-cigli-yeni-mahalle-satilik/daire/140904-233","35","4.250.000","02-02-2025","Satılık Daire","3 +
                          1","155 m²","21
                        Yaşında","5. Kat","İzmir / Çiğli / Yeni Mahalle Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-zirve-gayrimenkul-140904","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/9/0/4/1/e66778f4-fb87-4609-b9be-35969b3554cd.jpg","Whatsapp","Startkey Zirve Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/9/4/2/1/4/4/5567dc19-3c5f-4a39-ad18-1dfc24444873.jpeg","Çiğli Yeni Mahalle De 3+1 Geniş Satılık Daire"
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-satilik/daire/140904-232","30","3.700.000","02-02-2025","Satılık Daire","2 +
                          1","90 m²","5
                        Yaşında","2. Kat","İzmir / Çiğli / Küçük Çiğli Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-zirve-gayrimenkul-140904","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/9/0/4/1/e66778f4-fb87-4609-b9be-35969b3554cd.jpg","Whatsapp","Startkey Zirve Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/9/4/2/1/4/4/7d69303f-1a87-4c36-a11b-a64ac17c1994.jpeg","Küçükçiğli' De Satılık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-satilik/daire/140904-231","40","5.250.000","02-02-2025","Satılık Daire","3 +
                          1","155 m²","5
                        Yaşında","1. Kat","İzmir / Çiğli / Küçük Çiğli Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-zirve-gayrimenkul-140904","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/9/0/4/1/e66778f4-fb87-4609-b9be-35969b3554cd.jpg","Whatsapp","Startkey Zirve Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/9/4/2/1/4/4/26dbdf7b-92f8-4b48-b479-5dad09d15604.jpeg","Küçükçiğli' De Satılık 3+1 Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-goncalar-satilik/daire/50269-7351","22","8.450.000","31-01-2025","Satılık Daire","4 +
                          1","230 m²","25
                        Yaşında","4. Kat","İzmir / Karşıyaka / Goncalar Mah.","https://www.hepsiemlak.com/emlak-ofisi/vf-gayrimenkul-ve-fazlasi-50269","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/2/0/5/0/4ac77582-ede4-48fb-a7e9-7436a1deba68.jpg","Whatsapp","Vf Gayrimenkul Ve Fazlası","","İzmir Karşıyaka Goncalar Mahallesi'nde Satılık 4+1 Dubleks Mesken"
"https://www.hepsiemlak.com/izmir-cigli-yakakent-satilik/daire/140479-44","26","2.100.000","31-01-2025","Satılık Daire","1 +
                          1","45 m²","Sıfır Bina","2. Kat","İzmir / Çiğli / Yakakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/turmeta-gayrimenkul-merkez-ofisi-140479","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/4/0/4/1/0861b302-92ec-4426-b213-abeab13d5dc0.jpg","Whatsapp","Turmeta Gayrimenkul Merkez Ofisi","","Yakakent'te İlk Evim Kredisine Uygun 1+1 Satılık Daire"
"https://www.hepsiemlak.com/izmir-cigli-yakakent-satilik/daire/57124-531","23","2.750.000","31-01-2025","Satılık Daire","3 +
                          1","115 m²","24
                        Yaşında","6. Kat","İzmir / Çiğli / Yakakent Mah.","","","Whatsapp","","","Yakakent'de Satılık 3+1 Doğalgazlı Fırsat Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-satilik/daire/93568-137","28","5.750.000","31-01-2025","Satılık Daire","3 +
                          1","130 m²","Sıfır Bina","Zemin","İzmir / Seferihisar / Camikebir Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/7/9/1/1/4/4/ef817140-ffea-4fcd-99e9-04dff07c452a.jpeg","'krediye Uygun' Lüks Site İçerisinde Satılık 3+1 Zemin Kat Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahriye-ucok-satilik/daire/8447-481","7","5.500.000","29-01-2025","Satılık Daire","3 +
                          1","155 m²","28
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Bahriye Üçok Mah.","https://www.hepsiemlak.com/emlak-ofisi/ra-grup-8447/ridvan-akgun-8447","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/4/8/0/0/cfc581aa-be0e-429b-acb8-97846a019fec.jpg","Whatsapp","Ra Grup","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/1/1/1/1/4/4/f3524133-2ab6-4adf-8ab0-912bccefca1a.jpg","Karşıyaka İzban Ve Çarşıya Çok Yakın 3+1 Dubleks Daire H-34"
"https://www.hepsiemlak.com/izmir-karabaglar-doganay-satilik/daire/126265-351","32","2.850.000","29-01-2025","Satılık Daire","2 +
                          1","110 m²","30
                        Yaşında","3. Kat","İzmir / Karabağlar / Doğanay Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/7/1/1/1/4/4/a71c3850-2602-40e4-87c7-175f5b99f99f.jpg","Doğanay Mahallesi 2+1 Ara Kat-Bakımlı Satılık Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-basin-sitesi-satilik/daire/39914-359","33","3.290.000","29-01-2025","Satılık Daire","3 +
                          1","130 m²","35
                        Yaşında","5. Kat","İzmir / Karabağlar / Basın Sitesi Mah.","https://www.hepsiemlak.com/emlak-ofisi/hurpa-emlak-39914","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/9/9/3/0/3d9f2c8b-6869-4a9e-9532-3627a0124120.jpg","Whatsapp","Hürpa Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/4/1/1/1/4/4/575ca429-a75f-4535-aacb-41c2f5468dfa.jpg","Hürpa Emlak Basınsitesin De Deniz Manzaralı 3+1 Daire"
"https://www.hepsiemlak.com/izmir-buca-menderes-satilik/daire/139799-640","22","3.500.000","29-01-2025","Satılık Daire","3 +
                          1","130 m²","28
                        Yaşında","3. Kat","İzmir / Buca / Menderes Mah.","https://www.hepsiemlak.com/emlak-ofisi/arakat-gayrimenkul-merkez-139799","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/7/9/3/1/1d3086da-500b-463d-a427-be18740ba584.jpg","Whatsapp","Arakat Gayrimenkul Merkez","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/8/1/1/1/4/4/20fddf69-d45d-43ee-85f7-354c27dfa3ec.jpg","Buca'nın Merkezinde Doğalgazlı Otoparklı Ara Kat 3+1 Daire"
"https://www.hepsiemlak.com/izmir-konak-altintas-satilik/daire/126265-352","37","3.600.000","29-01-2025","Satılık Daire","2 +
                          1","90 m²","30
                        Yaşında","2. Kat","İzmir / Konak / Altıntaş Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/0/2/1/1/4/4/95b38f8b-e15a-4a08-8395-364a383a068d.jpg","Üçyol Metro Yürüme Mesafesinde 2+1 Ön Cephe Satılık Daire"
"https://www.hepsiemlak.com/izmir-konak-kahramanlar-satilik/daire/31777-385","18","3.250.000","29-01-2025","Satılık Daire","2 +
                          1","78 m²","30
                        Yaşında","1. Kat","İzmir / Konak / Kahramanlar Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/5/2/1/1/4/4/fb36873b-ed98-473e-ad9e-7123a03551b7.jpg","Kahramanlarda Tadilatlı Doğal Gazlı 2+1"
"https://www.hepsiemlak.com/izmir-karabaglar-basin-sitesi-satilik/daire/142036-322","43","5.750.000","29-01-2025","Satılık Daire","3 +
                          1","200 m²","35
                        Yaşında","Yüksek Giriş","İzmir / Karabağlar / Basın Sitesi Mah.","https://www.hepsiemlak.com/emlak-ofisi/pozitif-gayrimenkul-142036","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/3/0/2/4/1/edd4bee6-7c8a-49e0-9390-abac517ce137.jpg","Whatsapp","Pozitif Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/2/3/1/1/4/4/70bdceed-6bbf-4017-b3d2-711764719322.jpg","Basın Sitesinde Şahane Bahçeli Lüks Tasarım Geniş 3+1 Ebeveyn Banyolu Satılık Daire"
"https://www.hepsiemlak.com/izmir-dikili-cumhuriyet-satilik/villa/136401-364","17","9.000.000","29-01-2025","Satılık Villa","4 +
                          1","140 m²","Sıfır Bina","","İzmir / Dikili / Cumhuriyet Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/8/3/1/1/4/4/1738167735553-44113836.jpg","4+1 Lüks Villa İsteyenler"
"https://www.hepsiemlak.com/izmir-bayrakli-osmangazi-satilik/daire/148203-99","18","3.400.000","30-01-2025","Satılık Daire","2 +
                          1","83 m²","16
                        Yaşında","Bahçe Katı","İzmir / Bayraklı / Osmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/alparslan-gayrimenkul-148203","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/0/2/8/4/1/23698fe0-4c12-403d-bf9b-86de9243726a.jpg","Whatsapp","Alparslan Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/6/8/4/7/3/4/7398b778-4992-4fb4-b005-d26dd7c685c9.jpeg","Osmangazi Ziraat Bankası Yakını Ultra Lüks 2+1 Satılık Daire"
