"img-link href","list-view-image src","photo-count","list-view-price","list-view-date","list-view-title","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/izmir-seferihisar-turabiye-satilik/daire/153778-1","","19","2.930.000","25-01-2025","Turabiye Mahallesi Satılık 2+1 Geniş Daire Doğalgazlı 95.M2","Satılık Daire","2 +
                          1","100 m²","8
                        Yaşında","Yüksek Giriş","İzmir / Seferihisar / Turabiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/uygar-emlak-153778","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/1/5/2/1/0/4/4/62522c97-3e35-4580-9fe5-c48f20d31657.jpg","Whatsapp","Uygar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/7/7/3/5/1/d162a856-d2a9-4ef4-91aa-bd9388ac608c.jpg"
"https://www.hepsiemlak.com/izmir-menderes-kemalpasa-satilik/villa/47995-939","","32","13.000.000","25-01-2025","Emin'den Lüks Mimarisi İle Konforlu Yerden Isıtma 4+1 Villa","Satılık Villa","4 +
                          1","208 m²","Sıfır Bina","","İzmir / Menderes / Kemalpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/emin-emlak-gaziemir-47995","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/5/0/3/9/0/4/4/b27a7851-c3ab-48d4-9d9f-580ee9897c62.jpg","Whatsapp","Emin Emlak Gaziemir","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/9/7/4/0/88cbe64b-8271-4779-b0d0-1bd76ca1d526.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-esenlik-satilik/daire/151057-2","","35","2.200.000","25-01-2025","İzmir Yeşilyurt Flamingo Meydan 3+1 Satılık Daire","Satılık Daire","3 +
                          1","130 m²","31
                        Yaşında","6. Kat","İzmir / Karabağlar / Esenlik Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-mavi-151057","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/8/2/3/7/5/3/4/dd811ba3-8102-47a7-aeba-7f16df66c83e.jpeg","Whatsapp","Turpa Mavi","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/5/0/1/5/1/9b664b91-dd96-4e6e-8a1f-8af860c9fd54.jpg"
"https://www.hepsiemlak.com/izmir-menderes-kemalpasa-satilik/daire/128479-3745","","37","3.450.000","09-01-2025","Öğretmen Emlaktan Kemalpaşada Merkezi Konum 2+1 Daire","Satılık Daire","2 +
                          1","90 m²","7
                        Yaşında","Ara Kat","İzmir / Menderes / Kemalpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-menderes-128479","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/9/0/5/4/7/3/4/3ec397e4-ebb0-44ec-a716-be4774d8cc94.jpg","Whatsapp","Öğretmen Emlak Menderes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/4/8/2/1/8629e5a1-155b-41e6-a981-8021ed8726ba.jpg"
"https://www.hepsiemlak.com/izmir-menderes-kemalpasa-satilik/daire/128479-3738","","28","3.900.000","20-01-2025","Öğretmen Emlaktan Kemalpaşada Temiz Kullanışlı 2+1 Daire","Satılık Daire","2 +
                          1","93 m²","4
                        Yaşında","Yüksek Giriş","İzmir / Menderes / Kemalpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-menderes-128479","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/4/9/4/2/7/3/4/40bda37d-005d-4739-8d8a-114832c32737.jpg","Whatsapp","Öğretmen Emlak Menderes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/4/8/2/1/8629e5a1-155b-41e6-a981-8021ed8726ba.jpg"
"https://www.hepsiemlak.com/izmir-menderes-golcukler-satilik/villa/121408-3125","","60","20.000.000","21-01-2025","Öğretmen Emlaktan Gölcüklerde Mükemmel Konumda Büyük Bahçeli Ultra Lüks 4+1 Villa","Satılık Villa","4 +
                          1","260 m²","Sıfır Bina","","İzmir / Menderes / Gölcükler Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-menderes-121408","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/2/3/4/0/3/2/4/c7aa49a8-9388-4fb3-b0b2-76ff02ef3818.jpg","Whatsapp","Öğretmen Emlak Menderes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/4/1/2/1/88af3d7c-ac8a-4e81-90ae-8a153c30f6c9.jpg"
"https://www.hepsiemlak.com/izmir-urla-haci-isa-satilik/mustakil-ev/146698-7","","31","19.500.000","24-01-2025","Urla Sanat Sokağı Bahçelı Müstakil Ev","Satılık Müstakil Ev","3 +
                          1","170 m²","150
                        Yaşında","","İzmir / Urla / Hacı İsa Mah.","https://www.hepsiemlak.com/emlak-ofisi/demirler-gayrimenkul-146698","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/9/9/4/6/9/2/4/1720781688243-42964995.jpg","Whatsapp","Demirler Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/6/6/4/1/7ad6a198-aa23-4610-b064-fe5e4217fdc9.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-satilik/daire/93424-959","","25","4.875.000","24-01-2025","Karşıyaka Şemikler Mah 3+1 Satılık Boş Daire","Satılık Daire","3 +
                          1","120 m²","13
                        Yaşında","4. Kat","İzmir / Karşıyaka / Şemikler Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-bostanli-temsilciligi-93424","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/2/7/7/2/4/3/4/d5a56c6c-706c-4455-918b-7dc2c4ae9d2e.jpg","Whatsapp","Turyap Bostanlı Temsilciliği","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/4/3/9/0/897ce384-9289-4782-943f-1c73b549fa16.jpg"
"https://www.hepsiemlak.com/izmir-konak-cinarli-satilik/daire/151057-12","","19","5.500.000","24-01-2025","Konak İnci Tower Satılık 1+1 Daire","Satılık Daire","1 +
                          1","45 m²","3
                        Yaşında","2. Kat","İzmir / Konak / Çınarlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-mavi-151057","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/5/7/9/8/8/3/4/bbb1c252-c0d6-4fc2-a7d2-d765d5f048bc.jpg","Whatsapp","Turpa Mavi","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/5/0/1/5/1/9b664b91-dd96-4e6e-8a1f-8af860c9fd54.jpg"
"https://www.hepsiemlak.com/izmir-foca-ataturk-satilik/villa/141619-296","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/9/9/9/0/4/4/9127f5cc-58b9-4981-b173-39778ac3a6f7.jpg","17","10.500.000","27-01-2025","","Satılık Villa","3 +
                          1","150 m²","31
                        Yaşında","","İzmir / Foça / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-1872-gayrimenkul-141619","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Whatsapp","Startkey 1872 Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-satilik/daire/74311-363","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/9/9/0/4/4/d0d5c492-9ce6-43b0-b6ef-f17b527d26fd.jpeg","31","4.700.000","27-01-2025","","Satılık Daire","2 +
                          1","90 m²","5
                        Yaşında","3. Kat","İzmir / Foça / Mustafa Kemal Atatürk Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-dikili-candarli-satilik/villa/83315-152","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/5/4/8/0/4/4/9bf77fc2-d3be-4d8c-a2d1-0ff5e0b690cb.jpg","40","8.250.000","27-01-2025","","Satılık Villa","2 +
                          1","180 m²","Sıfır Bina","","İzmir / Dikili / Çandarlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/elbirlik-emlak-ofisi-83315","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/3/3/8/0/aae7dc77-3fb2-4c2c-a2d5-663b53f09485.jpg","Whatsapp","Elbirlik Emlak Ofisi",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-satilik/daire/81410-90","","30","3.000.000","27-01-2025","","Satılık Daire","3 +
                          1","110 m²","38
                        Yaşında","4. Kat","İzmir / Karşıyaka / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/2/7/0/4/4/317a5d1d-1692-4b66-88b2-bf1da7d70259.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-satilik/daire/71862-1653","","39","3.950.000","27-01-2025","","Satılık Daire","2 +
                          1","100 m²","28
                        Yaşında","4. Kat","İzmir / Karşıyaka / Şemikler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/1/8/5/0/4/4/1737192319-439141-44058117.jpeg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-atilla-satilik/daire/136408-564","","60","2.950.000","27-01-2025","","Satılık Daire","2 +
                          1","95 m²","25
                        Yaşında","4. Kat","İzmir / Konak / Atilla Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/5/1/4/0/4/4/11a6cebe-1d8e-4ab0-a1ef-9a85319691e1.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-mehmet-ali-akman-satilik/daire/77409-716","","35","6.400.000","27-01-2025","","Satılık Daire","4 +
                          1","182 m²","27
                        Yaşında","7. Kat","İzmir / Konak / Mehmet Ali Akman Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/2/5/3/0/4/4/5b4ad302-fe9e-4a77-bd7e-e9f55e6d92f6.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-seferihisar-mersin-alani-satilik/villa/123774-517","","48","5.400.000","27-01-2025","","Satılık Villa","3 +
                          1","140 m²","2
                        Yaşında","","İzmir / Seferihisar / Mersin Alanı Mah.","https://www.hepsiemlak.com/emlak-ofisi/marmara-emlak-123774","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/8/7/2/0/4/4/1736666380-6625981-44027861.jpeg","Whatsapp","Marmara Emlak",""
"https://www.hepsiemlak.com/izmir-torbali-alpkent-satilik/daire/130322-229","","20","5.500.000","27-01-2025","","Satılık Daire","3 +
                          1","145 m²","Sıfır Bina","2. Kat","İzmir / Torbalı / Alpkent Mah.","https://www.hepsiemlak.com/emlak-ofisi/kum-yapi-insaat-gayrimenkul-130322","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/8/9/1/0/4/4/1736455914956-44019890.jpg","Whatsapp","Kum Yapı İnşaat Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-torbali-torbali-satilik/daire/151041-74","","15","2.850.000","27-01-2025","","Satılık Daire","2 +
                          1","105 m²","3
                        Yaşında","Yüksek Giriş","İzmir / Torbalı / Torbalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/h-s-gayrimenkul-151041","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/9/4/0/0/4/4/a5da02eb-76f3-4140-9b25-495f51d3f05e.jpg","Whatsapp","H-s Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-buca-sirinkapi-satilik/daire/143815-238","","60","14.900.000","27-01-2025","","Satılık Daire","4 +
                          1","314 m²","35
                        Yaşında","Villa Katı","İzmir / Buca / Şirinkapı Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-jasse-143815","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/3/7/8/9/3/4/be65ef4a-b3a5-4844-9768-10c69cd564c6.jpg","Whatsapp","Coldwell Banker Jasse",""
"https://www.hepsiemlak.com/izmir-dikili-candarli-satilik/villa/135798-113","","25","10.500.000","27-01-2025","","Satılık Villa","3 +
                          1","300 m²","Sıfır Bina","Bahçe Katı","İzmir / Dikili / Çandarlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-casa-135798","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/9/8/7/9/3/4/f36758ce-dc5e-49de-b5f8-49de8d4c7ba2.jpeg","Whatsapp","Startkey Casa",""
"https://www.hepsiemlak.com/izmir-selcuk-ataturk-satilik/daire/132456-1231","","60","5.300.000","27-01-2025","","Satılık Daire","3 +
                          1","145 m²","15
                        Yaşında","3. Kat","İzmir / Selçuk / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/armina-group-gayrimenkul-danismanligi-132456","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/6/2/4/8/3/4/4bae0b8b-f779-4c1b-9a33-73a0feb3c437.jpg","Whatsapp","Armina Group Gayrimenkul Danışmanlığı",""
"https://www.hepsiemlak.com/izmir-cigli-atasehir-satilik/daire/57038-1816","","35","11.200.000","27-01-2025","","Satılık Daire","3 +
                          1","204 m²","4
                        Yaşında","1. Kat","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/eskidji-atasehir-bolge-ortakligi-57038","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/8/4/8/7/3/4/7a2c24eb-a023-4367-8a1d-ee441393943d.jpeg","Whatsapp","Eskıdjı Ataşehir Bölge Ortaklığı",""
"https://www.hepsiemlak.com/izmir-cigli-evka-2-satilik/daire/17863-466","","47","2.650.000","27-01-2025","","Satılık Daire","2 +
                          1","80 m²","35
                        Yaşında","En Üst Kat","İzmir / Çiğli / Evka - 2 Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/0/4/8/7/3/4/2bbdd7cd-fbdb-4d38-b23e-ac7f0c6a19da.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-dikili-candarli-satilik/yazlik/144499-39","","39","3.650.000","27-01-2025","","Satılık Yazlık","1 +
                          1","290 m²","1
                        Yaşında","Bahçe Katı","İzmir / Dikili / Çandarlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/5/0/5/7/3/4/f9f4014c-ce53-4caf-be36-a9aa314278ff.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-cigli-yakakent-satilik/daire/148878-76","","39","3.750.000","27-01-2025","","Satılık Daire","3 +
                          1","147 m²","10
                        Yaşında","7. Kat","İzmir / Çiğli / Yakakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-storm-alsancak-148878","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/8/2/7/6/3/4/0ab353eb-02a9-49fc-a77c-3855480c65a1.jpg","Whatsapp","Coldwell Banker Storm Alsancak",""
"https://www.hepsiemlak.com/izmir-dikili-salimbey-satilik/daire/131666-331","","27","2.900.000","27-01-2025","","Satılık Daire","2 +
                          1","95 m²","30
                        Yaşında","2. Kat","İzmir / Dikili / Salimbey Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/5/6/6/4/3/4/1727766626930-43466522.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-ataturk-satilik/villa/103687-222","","49","25.000.000","27-01-2025","","Satılık Villa","3 +
                          1","330 m²","Sıfır Bina","","İzmir / Menderes / Gümüldür Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/larin-gayrimenkul-103687","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/0/9/1/2/3/4/055694c7-45e6-43ea-bf50-ba307d8a4ac9.jpg","Whatsapp","Larin Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-menemen-istiklal-satilik/daire/145761-122","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/2/7/0/2/3/4/9b203b4d-c2e0-495f-a3e3-b3edd864ad4d.jpg","34","7.000.000","27-01-2025","","Satılık Daire","2 +
                          1","122 m²","2
                        Yaşında","6. Kat","İzmir / Menemen / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-first-145761/derya-tutuncuoglu-4130127","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/2/1/0/3/1/4/0dd266c8-142f-4825-88a6-0a99870478d9.jpg","Whatsapp","Remax First",""
"https://www.hepsiemlak.com/izmir-bergama-talatpasa-satilik/mustakil-ev/130998-141","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/6/2/0/1/3/4/1722751068439-43102683.jpg","19","4.260.000","27-01-2025","","Satılık Müstakil Ev","2 +
                          1","166 m²","100
                        Yaşında","","İzmir / Bergama / Talatpaşa Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-satilik/daire/31745-21220","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/2/6/6/9/2/4/7d554807-a73c-49d3-95ab-5066c8b01adf.jpg","47","3.950.000","27-01-2025","","Satılık Daire","3 +
                          1","140 m²","20
                        Yaşında","Yüksek Giriş","İzmir / Seferihisar / Çolak İbrahim Bey Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg","Whatsapp","Kw Alesta-viya-orsa 5",""
"https://www.hepsiemlak.com/izmir-urla-guvendik-satilik/villa/142245-75","","35","13.500.000","27-01-2025","","Satılık Villa","4 +
                          2","168 m²","16
                        Yaşında","Bahçe Katı","İzmir / Urla / Güvendik Mah.","https://www.hepsiemlak.com/emlak-ofisi/kayikhane-gayrimenkul-142245","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/1/0/5/9/2/4/faaf52c0-b7bd-4160-a10a-fa7b4ac900b0.jpeg","Whatsapp","Kayıkhane Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-cigli-ataturk-satilik/daire/137848-157","","35","3.450.000","27-01-2025","","Satılık Daire","2 +
                          1","100 m²","4
                        Yaşında","Yüksek Giriş","İzmir / Çiğli / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/babacanoglu-gayrimenkul-137848","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/4/9/0/7/2/4/aac130e6-71a3-4270-92ff-475dbea6a65f.jpeg","Whatsapp","Babacanoğlu Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-urla-kalabak-satilik/villa/3242-2870","","37","18.500.000","27-01-2025","","Satılık Villa","4 +
                          1","200 m²","Sıfır Bina","","İzmir / Urla / Kalabak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/0/1/0/7/2/4/4606a6d1-4b15-4ac1-b57c-79ee98a21852.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-guzelbahce-maltepe-satilik/villa/21671-6284","","60","35.000.000","27-01-2025","","Satılık Villa","4 +
                          1","235 m²","4
                        Yaşında","","İzmir / Güzelbahçe / Maltepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/a24-site-gayrimenkul-danismanligi-21671","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/3/0/1/5/2/4/23ebc6b4-854f-4475-868f-a592d592e145.jpg","Whatsapp","A24 Site Gayrimenkul Danışmanlığı",""
"https://www.hepsiemlak.com/izmir-menemen-villakent-satilik/villa/54684-3296","","36","14.990.000","27-01-2025","","Satılık Villa","3 +
                          1","158 m²","Sıfır Bina","","İzmir / Menemen / Villakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-altunsu-54684","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/0/6/7/3/2/4/e09b67e6-7a03-4756-9290-880075e28b99.jpeg","Whatsapp","Startkey Altunsu",""
